4.976	0.207843
4.986	-0.0783566
4.996	-0.269372
5.006	0.0201589
5.016	0.208713
5.026	-0.0786196
5.036	-0.270401
5.046	0.0206715
5.056	0.209808
5.066	-0.0791378
5.076	-0.272463
5.086	0.0206971
5.096	0.211141
5.106	-0.0808173
5.116	-0.27483
5.126	0.0205665
5.136	0.212925
5.146	-0.0826976
5.156	-0.27645
5.166	0.0213165
5.176	0.214493
5.186	-0.0841531
5.196	-0.278308
5.206	0.0218398
5.216	0.215895
5.226	-0.085129
5.236	-0.280585
5.246	0.0221248
5.256	0.216927
5.266	-0.0863231
5.276	-0.2828
5.286	0.0218092
5.296	0.217368
5.306	-0.0871342
5.316	-0.284466
5.325	0.0216097
5.335	0.218026
5.346	-0.0876722
5.356	-0.285634
5.366	0.0215706
5.375	0.218602
5.386	-0.0878309
5.396	-0.286338
5.406	0.0216832
5.416	0.219073
5.426	-0.0877172
5.436	-0.286536
5.446	0.0216603
5.456	0.219283
5.466	-0.0874798
5.476	-0.28637
5.486	0.0216169
5.496	0.219291
5.506	-0.0871773
5.516	-0.285901
5.526	0.0215012
5.536	0.219046
5.545	-0.0868268
5.556	-0.285146
5.566	0.0213021
5.576	0.218523
5.586	-0.0864761
5.596	-0.284084
5.606	0.0209366
5.616	0.217398
5.626	-0.08634
5.636	-0.282666
5.646	0.0201587
5.656	0.215579
5.666	-0.0863658
5.676	-0.281123
5.686	0.0187929
5.696	0.213109
5.706	-0.0859776
5.716	-0.279195
5.726	0.0176567
5.736	0.211176
5.746	-0.0846924
5.756	-0.277371
5.766	0.0168734
5.776	0.209548
5.786	-0.0834415
5.796	-0.275514
5.806	0.01625
5.816	0.208067
5.826	-0.0822222
5.836	-0.273761
5.846	0.0161271
5.856	0.206972
5.866	-0.0813496
5.876	-0.272452
5.886	0.0157551
5.896	0.205783
5.906	-0.0812384
5.915	-0.270992
5.926	0.0156116
5.936	0.204926
5.946	-0.0809086
5.956	-0.269781
5.966	0.0156043
5.976	0.204372
5.986	-0.0805775
5.995	-0.268899
6.006	0.0157841
6.015	0.204249
6.026	-0.080293
6.035	-0.268338
6.046	0.0161378
6.056	0.204423
6.066	-0.0801064
6.075	-0.268102
6.086	0.0165394
6.096	0.204825
6.105	-0.0800603
6.116	-0.268262
6.126	0.0169347
6.136	0.205409
6.146	-0.0801693
6.156	-0.268897
6.165	0.0171983
6.176	0.206134
6.186	-0.0805864
6.196	-0.270061
6.206	0.0175147
6.216	0.207177
6.226	-0.0810844
6.236	-0.271693
6.246	0.0177008
6.256	0.208258
6.266	-0.0818758
6.276	-0.273431
6.286	0.0177839
6.296	0.209727
6.306	-0.0830589
6.316	-0.274708
6.326	0.0187284
6.336	0.21144
6.346	-0.0841839
6.356	-0.276196
6.365	0.0194559
6.376	0.21297
6.385	-0.0853622
6.396	-0.27775
6.406	0.0200524
6.415	0.21434
6.426	-0.0865436
6.435	-0.279411
6.446	0.0205612
6.456	0.215588
6.465	-0.0872482
6.475	-0.281288
6.486	0.0205211
6.496	0.216165
6.506	-0.0878806
6.516	-0.282856
6.526	0.0203205
6.536	0.216753
6.546	-0.0883124
6.555	-0.283978
6.566	0.0202597
6.576	0.217263
6.585	-0.0886068
6.596	-0.28471
6.606	0.0202015
6.616	0.217565
6.625	-0.0887725
6.636	-0.28507
6.646	0.0200898
6.656	0.217609
6.666	-0.0887698
6.676	-0.285061
6.686	0.0199127
6.696	0.217387
6.706	-0.0886696
6.716	-0.284683
6.726	0.0196185
6.735	0.216832
6.746	-0.0884607
6.756	-0.283968
6.766	0.0192377
6.775	0.215987
6.785	-0.0881671
6.796	-0.282935
6.806	0.0188272
6.816	0.214909
6.825	-0.0878708
6.836	-0.281598
6.845	0.0184553
6.856	0.213505
6.866	-0.087816
6.876	-0.279983
6.885	0.0174682
6.895	0.211713
6.905	-0.0867489
6.916	-0.278345
6.926	0.0167075
6.936	0.210179
6.945	-0.0855667
6.956	-0.276691
6.966	0.0160751
6.975	0.208773
6.986	-0.0843707
6.996	-0.275013
7.006	0.015534
7.016	0.207485
7.025	-0.0831895
7.035	-0.273396
7.045	0.0151868
7.056	0.206473
7.066	-0.0821808
7.076	-0.272036
7.085	0.0151235
7.096	0.205602
7.105	-0.0818839
7.116	-0.270671
7.126	0.0150828
7.136	0.204863
7.146	-0.081601
7.156	-0.269535
7.165	0.0151099
7.175	0.204356
7.186	-0.0813126
7.196	-0.268717
7.206	0.0152035
7.216	0.204099
7.225	-0.0811013
7.235	-0.268243
7.246	0.0153712
7.256	0.204108
7.266	-0.0810075
7.276	-0.268129
7.286	0.0156116
7.296	0.204387
7.306	-0.0810472
7.315	-0.268381
7.325	0.0159141
7.336	0.204926
7.346	-0.0812186
7.356	-0.268998
7.366	0.0162552
7.375	0.205696
7.386	-0.081502
7.396	-0.269985
7.406	0.0165894
7.416	0.206649
7.426	-0.0818395
7.436	-0.271401
7.445	0.0168086
7.456	0.20769
7.466	-0.0823826
7.476	-0.272801
7.486	0.0172309
7.496	0.209193
7.506	-0.0833893
7.516	-0.274028
7.526	0.0180642
7.536	0.210734
7.546	-0.0844017
7.556	-0.275428
7.566	0.0187406
7.576	0.212144
7.585	-0.0854732
7.596	-0.276888
